Clause ,Title,Clause Date,Acceptance Status*,Acceptance Criteria or Additional Notes,Request to Sponsor,"Subcontract 
Flowdown",VT Review Date & initial,Notify PI,Notify OESRC,Prescription,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.242-4,Certification of Final Indirect Costs,Jan 1997,REMOVE,"In all contracts which provide for establishment of final indirect cost rates. 

Virginia Tech’s indirect rates are predetermined by its cognizant agency, which is the Office of Naval Research.
  

","Virginia Tech has predetermined final indirect cost rates.  Suggested text to provide to Sponsor:

FAR 16.307(g) states that FAR 52.216-15, Predetermined Indirect Cost Rates (APR 1998) shall be used in a cost-reimbursement research and development contract with an educational Institution that has predetermined indirect cost rates.  In light of this information, Virginia Tech requests for FAR 52.242-2, Certification of Final Indirect Costs (Jan 1997) to be replaced with FAR 52.216-15, Predetermined Indirect Cost Rates (APR 1998).  Our predetermined indirect cost rates may be found at the following link:   http://osp.vt.edu/sites/osp.vt.edu/files/rate-agreement.pdf

  
",Not required in clause or prescription,"03/11/23 CDC
01/17/10 LDC",n/a,No,42.703-2(f),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.242-5,Payments to Small Business Subcontractors,Jan 2017,C,"In contracts containing the clause at 52.219-9, Small Business Subcontracting Plan","Point this clause out to your Post-Award Associate.  We are required to notify the Contracting Officer, in writing, not later than 14 days after--

    (1) A small business subcontractor was entitled to payment under the terms and conditions of the subcontract; and

    (2) Virginia Tech-

        (i) Made a reduced or untimely payment to the small business subcontractor; or

        (ii) Failed to make a payment, which is now untimely.

This clause applies to subcontractors being paid when there is a Small Business Subcontracting Plan in place.  Currently, this would only apply to contracts that exceed $750,000.","Not required in clause or prescription.  If the subcontract include FAR 52.219-9, it is suggested that we flow it down. ","03/11/23 CDC
01/03/19 CDC
3/12/2017 CDC",No,No,42.1504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.242-13,Bankruptcy,Jul 1995,C,If contract exceeds SAT,,Not required in clause or prescription,"01/03/19 CDC
03/24/14 CDC
11/24/09 LDC",no,No,42.903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.242-14,Suspension of Work,Apr 1984,C,In FP construction or architect-engineer contracts,"Per prescription 42.1305 (a), this clause is only to be used in construction and architect-engineer services, which Virginia Tech is not providing.",Not required in clause or prescription,"03/11/23 CDC
10/30/09 LDC",,No,42.1305(a),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.242-15,Stop-Work Order,Aug 1989,C,"For supply, service or research and development contracts
Use ALT I provisions if CR contract",Alt I is to be used for cost-reimbursement contracts.,Not required in clause or prescription,"06/12/20 CDC
10/21/13 CDC
11/25/09 LDC",no,No,42.1305(b),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.242-17,Government Delay of Work,Apr 1984,C,For FP contracts for supplies other than commercial. Optional for FP contracts for services or commercial supplies.,,Not required in clause or prescription,12/29/21 CDC,no,No,42.1305(c),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.243-1,Changes -- Fixed Price,Aug 1987,C,"For FP supply contracts.
Use Alt V to make it applicable to R&D contracts or 
Alt I to make if applicable to service contracts
Alt III is for architect-engineer or other professional services","Per prescription 43.205 (a) (6), Alt V is to be used for research and development 
or
Per prescription 43.205(a)(2), Alt I is to be used for service contracts",Not required in clause or prescription,"03/11/23 CDC
01/03/19 CDC
10/30/09 LDC",no,No,43.205(a)(1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.243-2,Changes -- Cost Reimbursement,Aug 1987,C,For CR supply contracts  Optional for  R&D contracts but must have Alt V.,"Per prescription 43.205(b)(6), Alt V is to be used for research and development contracts

Alt II for services may be accepted if sponsor says project is not research",Not required in clause or prescription,"03/11/23 CDC
01/03/19 CDC
10/30/09 LDC",no,No,43.205(b)(1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.243-3,Changes - Time-and-Materials or Labor-Hours,Sept 2000,REMOVE,In time and material contracts,"Virginia Tech cannot accept T&M and Labor-Hour contracts.  If contract is fixed price, replace with 52.243-1; if contract is CR replace with 52.243-2.


",Not required in clause or prescription,"03/11/23 CDC
01/17/10 LDC",n/a,No,43.205(c) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.243-4,Changes,Jun 2007,C,For FP construction contracts over SAT and demolition contracts,Not applicable to Virginia Tech's SoW,Not required in clause or prescription,"03/11/23 CDC
01/17/10 LDC",,No,43.205(d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.243-5,Changes and Changed Conditions,Apr 1984,C,For construction contracts over the SAT,Not applicable to Virginia Tech's SoW,Not required in clause or prescription,7/28/10 LDC,no,No,43.205(e),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.243-6,Change Order Accounting,Apr 1984,C,For supply and R&D contracts of significant technical complexity if numerous changes are anticipated.,,Not required in clause or prescription,"03/11/23 CDC
01/17/10 LDC",yes,No,43.205(f),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.243-7,Notification of Changes,Jan 2017,C,"May be used in R&D contract or supply for major weapon systems.  If the contract amount is expected to be less than $1,000,000, the clause shall not be used, unless the contracting officer anticipates that situations will arise that may result in a contractor alleging that the Government has effected changes other than those identified as such in writing and signed by the contracting officer.",blanks to be filled in during negotiations,Not required in clause or prescription,"03/21/22 CDC
01/03/19 CDC
01/17/10 LDC",yes,No,43.107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLD,Notification of Changes,Apr 1984,C,"May be used in R&D contract or supply for major weapon systems.  If the contract amount is expected to be less than $1,000,000, the clause shall not be used, unless the contracting officer anticipates that situations will arise that may result in a contractor alleging that the Government has effected changes other than those identified as such in writing and signed by the contracting officer.",blanks to be filled in during negotiations,Not required in clause or prescription,"01/03/19 CDC
01/17/10 LDC",yes,No,43.107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.244-2,Subcontracts,Jun 2020,C,"All CR contracts, FP contracts over SAT under which unpriced actions are anticipated, and letter contracts over SAT.
Alt I for CR for civilian agencies other than Coast Guard and NASA",blanks need to be filled in at paragraph (d) and (j),Not required in clause or prescription,"08/13/20 CDC
01/03/19 CDC
04/26/15 CDC
01/17/10 LDC",Yes.  Subs will need extra paperwork & approval,No,44.204(a)(1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLD,Subcontracts,Oct 2010,C,"All CR contracts, FP contracts over SAT under which unpriced actions are anticipated, and letter contracts over SAT.
Alt I for CR for civilian agencies other than Coast Guard and NASA",blanks need to be filled in at paragraph (d) and (j),Not required in clause or prescription,"01/03/19 CDC
04/26/15 CDC
01/17/10 LDC",Yes.  Subs will need extra paperwork & approval,No,44.204(a)(1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   OLD,"Archived on September 29, 1010",Jun 2007,C,"If CR contract or FP over SAT under which unpriced contract actions are anticipated.
Alt I is used in CR contracts for civilian agencies other than Coast Guard and NASA",blanks need to be filled in at paragraph (d) and (j),Not required in clause or prescription,12/10/09 LDC,Yes.  Subs will need extra paperwork & approval,No,44.204(a)(1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.244-4,Subcontractors and Outside Associates and Consultants (Architect-Engineer Services),Aug 1998,REMOVE,may be inserted in architect-engineer contracts,Virginia Tech is not performing architect-engineer services,Not required in clause or prescription,"03/11/23 CDC
01/17/10 LDC",n/a,No,44.204(b),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.244-5,Competition in Subcontracting,Dec 1996,C,If contract exceeds SAT except for FP contracts awarded on adequate price competition (see prescription for further details),,Not required in clause or prescription,10/18/10 LDC,no,No,44.204(c),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.244-6,Subcontracts for Commercial Products and Commercial Services,Dec 2022,OK,"In all contracts other than those for commercial items.  THIS IS A REQUIRED CLAUSE.

This version of the clause reflects updates per Section 836 of the John S. McCain National Defense Authorization Act for Fiscal Year 2019 (Pub. L. 115-232).",,"Yes.  Including paragraph (d) to continue to flow-down to second, third-tier subs. ","03/11/23 CDC
12/2/22 CDC
12/29/21 CDC
10/17/21 CDC
10/3/20 CDC
06/011/20 CDC
12/30/18 CDC
08/25/18 CDC
11/05/17 CDC
10/3/16 CDC
12/06/15 CDC 
10/25/15 CDC
08/23/15 CDC
2/2112 LDC",no,No,44.403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   OLD,Subcontracts for Commercial Products and Commercial Services,Oct 2022,OK,"In all contracts other than those for commercial items.  THIS IS A REQUIRED CLAUSE.

This version of the clause reflects updates per Section 836 of the John S. McCain National Defense Authorization Act for Fiscal Year 2019 (Pub. L. 115-232).",,"Yes.  Including paragraph (d) to continue to flow-down to second, third-tier subs. ","12/2/22 CDC
12/29/21 CDC
10/17/21 CDC
10/3/20 CDC
06/011/20 CDC
12/30/18 CDC
08/25/18 CDC
11/05/17 CDC
10/3/16 CDC
12/06/15 CDC 
10/25/15 CDC
08/23/15 CDC
2/2112 LDC",no,No,44.403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   OLD,Subcontracts for Commercial Products and Commercial Services,Nov 2021,OK,"In all contracts other than those for commercial items.  THIS IS A REQUIRED CLAUSE.

This version of the clause reflects updates per Section 836 of the John S. McCain National Defense Authorization Act for Fiscal Year 2019 (Pub. L. 115-232).",,"Yes.  Including paragraph (d) to continue to flow-down to second, third-tier subs. ","12/29/21 CDC
10/17/21 CDC
10/3/20 CDC
06/011/20 CDC
12/30/18 CDC
08/25/18 CDC
11/05/17 CDC
10/3/16 CDC
12/06/15 CDC 
10/25/15 CDC
08/23/15 CDC
2/2112 LDC",no,No,44.403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   OLD,Subcontracts for Commercial Items,Jul 2021,OK,"In all contracts other than those for commercial items.  THIS IS A REQUIRED CLAUSE.

 ",,"Yes.  Including paragraph (d) to continue to flow-down to second, third-tier subs. ","10/17/21 CDC
10/3/20 CDC
06/011/20 CDC
12/30/18 CDC
08/25/18 CDC
11/05/17 CDC
10/3/16 CDC
12/06/15 CDC 
10/25/15 CDC
08/23/15 CDC
2/2112 LDC",no,No,44.403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   OLD,Subcontracts for Commercial Items,Jun 2020,OK,"In all contracts other than those for commercial items.  THIS IS A REQUIRED CLAUSE.

 ",,"Yes.  Including paragraph (d) to continue to flow-down to second, third-tier subs. ","06/011/20 CDC
12/30/18 CDC
08/25/18 CDC
11/05/17 CDC
10/3/16 CDC
12/06/15 CDC 
10/25/15 CDC
08/23/15 CDC
2/2112 LDC",no,No,44.403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   OLD,Subcontracts for Commercial Items,Jan 2019,OK,"In all contracts other than those for commercial items.  THIS IS A REQUIRED CLAUSE.

 ",,"Yes.  Including paragraph (d) to continue to flow-down to second, third-tier subs. ","12/30/18 CDC
08/25/18 CDC
11/05/17 CDC
10/3/16 CDC
12/06/15 CDC 
10/25/15 CDC
08/23/15 CDC
2/2112 LDC",no,No,44.403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   OLD,Subcontracts for Commercial Items,Oct 2018,OK,"In all contracts other than those for commercial items.  This new version of this clause reflects the inclusion of FAR 52.219-8, Utilization of Small Business Concerns (Oct 2018).

 ",,"Yes.  Including paragraph (d) to continue to flow-down to second, third-tier subs. ","12/30/18 CDC
08/25/18 CDC
11/05/17 CDC
10/3/16 CDC
12/06/15 CDC 
10/25/15 CDC
08/23/15 CDC
2/2112 LDC",no,No,44.403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLD,Subcontracts for Commercial Items,Aug 2018,OK,"In all contracts other than those for commercial items.

 ",,"Yes.  Including paragraph (d) to continue to flow-down to second, third-tier subs. ","08/25/18 CDC
11/05/17 CDC
10/3/16 CDC
12/06/15 CDC 
10/25/15 CDC
08/23/15 CDC
2/2112 LDC",no,No,44.403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLD,Subcontracts for Commercial Items,Nov 2017,OK,In all contracts other than those for commercial items.,"This updated version of this clause makes the updates to comply with the Final Rule, Federal Acquisition Regulation; Inflation Adjustment of Acquisition-Related Thresholds.  July 2, 2015.","Yes.  Including paragraph (d) to continue to flow-down to second, third-tier subs. ","11/05/17 CDC
10/3/16 CDC
12/06/15 CDC 
10/25/15 CDC
08/23/15 CDC
2/2112 LDC",no,No,44.403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLD,Subcontracts for Commercial Items,Jan 2017,OK,In all contracts other than those for commercial items.,,"Yes.  Including paragraph (d) to continue to flow-down to second, third-tier subs. ","08/23/15 CDC
2/2112 LDC",no,No,44.403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Subcontracts for Commercial Items,Dec 2010,OK,In all contracts other than those for commercial items,,Yes,2/2112 LDC,no,No,44.403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLD,"Archived October 29, 2010",Oct 2010,OK,"Required for all contracts other than those for commercial items
Alt I is for contracts over $5 Million",,Yes,10/18/10 LDC,no,No,44.403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.245-1,Government Property,Sep 2021,C,"For all CR and for FP if the Government will provide GFP to the contractor. 
Use Alt II - ""a contract for the conduct of basic or applied research at nonprofit institutions of higher education or at nonprofit organizations whose primary purpose is the conduct of scientific research.""  Gives Virginia Tech title to all property less than $5,000. 

ALT II adds the following language to the clause:

""(e)(3) Title to property (and other tangible personal property) purchased with funds available for research and having a unit acquisition cost of less than $5,000 shall vest in the Contractor upon acquisition or as soon thereafter as feasible; provided that the Contractor obtained the Contracting Officer’s approval before each acquisition.""

52.245-9 needs to be included when this clause in included.
Alt I does not apply to CR or FP contracts
Contract must say elsewhere in contract who owns property over $5,000 - Paragraph (e)(3)","Per the prescription at FAR 45.107 (a)(3), ALT II is to be included for R&D at educational institutions.

Alt II (e)(3) requires contract to state ownership of equipment with an acquisition cost greater than $5,000","Yes, must ""ensure appropriate flow down"" of terms but not this clause exactly (see f(v))","03/11/23 CDC
02/28/22 CDC
01/03/19 CDC
12/06/14 CDC
03/24/14 CDC","Need to notify which party owns any property over $5k.  

(e)(3) of the clause requires allows Virginia Tech to retain title to all to all property ""provided that the Contractor obtained the Contracting Officer’s approval before each acquisition.""",No,45.107(a),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLD,Government Property,Jan 2017,C,"For all CR and for FP if the Government will provide GFP to the contractor. 
Use Alt II - ""a contract for the conduct of basic or applied research at nonprofit institutions of higher education or at nonprofit organizations whose primary purpose is the conduct of scientific research.""  Gives Virginia Tech title to all property less than $5,000. 

ALT II adds the following language to the clause:

""(e)(3) Title to property (and other tangible personal property) purchased with funds available for research and having a unit acquisition cost of less than $5,000 shall vest in the Contractor upon acquisition or as soon thereafter as feasible; provided that the Contractor obtained the Contracting Officer’s approval before each acquisition.""

52.245-9 needs to be included when this clause in included.
Alt I does not apply to CR or FP contracts
Contract must say elsewhere in contract who owns property over $5,000 - Paragraph (e)(3)","Per the prescription at FAR 45.107 (a)(3), ALT II is to be included for R&D at educational institutions.

Alt II (e)(3) requires contract to state ownership of equipment with an acquisition cost greater than $5,000","Yes, must ""ensure appropriate flow down"" of terms but not this clause exactly (see f(v))","01/03/19 CDC
12/06/14 CDC
03/24/14 CDC","Need to notify which party owns any property over $5k.  

(e)(3) of the clause requires allows Virginia Tech to retain title to all to all property ""provided that the Contractor obtained the Contracting Officer’s approval before each acquisition.""",No,45.107(a),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
